"X";"Y";"lag"
-0.18343;0.0664;1
0.00695;-0.20887;1
0.18687;0.10649;1
0.01353;0.23435;1
0.22887;0.06373;1
0.25789;-0.17958;1
-0.13665;0.30328;1
-0.0139;-0.33679;1
-0.18741;0.30156;1
-0.01248;-0.35821;1
0.35316;0.18934;1
0.43199;0.07658;1
-0.421;-0.1753;1
0.3796;0.28318;1
-0.3844;0.30602;1
0.28981;-0.46581;1
-0.31264;0.47181;1
0.53617;0.23;1
-0.46865;0.37767;1
0.07707;0.60637;1
0.0466;0.70693;1
-0.27202;0.65807;1
-0.25406;0.66627;1
-0.67392;-0.2401;1
0.42699;-0.59262;1
0.10058;-0.73136;1
-0.23215;0.77662;1
0.70188;0.40771;1
-0.6162;0.53085;1
-0.25222;-0.77914;1
0.25454;0.80728;1
-0.26063;-0.82933;1
-0.48325;0.72847;1
-0.37281;0.79975;1
0.30343;0.83269;1
-0.89696;0.10246;1
0.66283;-0.63695;1
-0.89277;-0.23106;1
-0.59424;0.71151;1
-0.93398;0.06768;1
0.64477;-0.67987;1
-0.92764;0.16067;1
0.85398;-0.40171;1
-0.94282;0.06345;1
-0.9474;0.06417;1
-0.93421;0.19199;1
-0.95551;0.0288;1
-0.9474;0.17968;1
-0.05729;-0.0216;2
-0.02428;0.08295;2
0.0572;-0.27556;2
-0.01239;0.31497;2
0.04128;0.36111;2
0.13112;0.38272;2
0.39649;0.09736;2
0.41909;-0.15047;2
-0.43017;0.1972;2
0.51192;-0.0251;2
-0.15677;0.497;2
0.41014;0.37939;2
0.64265;0.06346;2
0.65545;0.14739;2
-0.62219;0.31074;2
0.64347;-0.30058;2
0.66734;0.2606;2
0.72204;0.09007;2
0.72955;-0.04006;2
0.7123;0.24107;2
0.71638;0.25691;2
0.77643;-0.04958;2
0.72759;0.29455;2
-0.1729;-0.77226;2
0.85477;-0.19724;2
0.62505;-0.64603;2
0.85227;0.28963;2
-0.57059;-0.706;2
0.8629;-0.36323;2
-0.44912;0.83584;2
-0.83817;0.47023;2
-0.79054;-0.54549;2
-0.03331;0.03362;3
-0.02486;0.0608;3
0.01294;0.12116;3
0.02069;0.1565;3
0.05446;0.16504;3
-0.13056;-0.1238;3
0.06656;0.16956;3
0.0655;0.17218;3
0.08745;0.20416;3
0.06435;0.21886;3
0.24292;-0.07868;3
0.09654;0.24917;3
0.09121;0.25993;3
-0.05425;-0.28015;3
0.10788;0.29062;3
-0.02483;-0.36674;3
0.04049;0.37918;3
-0.03035;-0.38521;3
-0.30206;0.24676;3
-0.23205;-0.32737;3
0.13702;0.41876;3
0.17901;0.42133;3
-0.13677;-0.43574;3
-0.08774;0.45352;3
0.45797;-0.11373;3
-0.29555;-0.36989;3
-0.38743;0.28469;3
0.11837;0.47433;3
0.52707;-0.11304;3
0.15394;0.52584;3
0.06352;0.54423;3
0.56214;-0.02301;3
0.54157;-0.15325;3
0.0348;-0.56316;3
-0.18953;-0.53189;3
-0.38284;-0.41662;3
0.11912;0.5673;3
0.59617;-0.04454;3
-0.21461;-0.57623;3
-0.54837;0.36431;3
-0.34347;-0.57026;3
0.23486;0.66504;3
-0.63663;0.31744;3
-0.68358;0.21165;3
-0.26058;-0.66645;3
-0.46287;-0.5546;3
-0.38203;-0.61983;3
-0.39286;-0.63923;3
-0.46561;0.61786;3
-0.35578;-0.74596;3
0.83733;0.09673;3
0.77977;-0.51575;3
0.91814;0.17864;3
0.8969;-0.26724;3
0.83067;-0.43412;3
0.8605;-0.37797;3
0.88661;-0.33427;3
0.86108;-0.40297;3
-0.42432;0.85673;3
0.88613;-0.35765;3
0.88409;-0.37987;3
-0.51506;0.81611;3
0.89171;-0.37146;3
0.13917;0.32334;4
-0.15837;-0.32163;4
-0.26968;0.28303;4
-0.40921;-0.10453;4
-0.4152;-0.10569;4
0.0978;-0.42761;4
0.4637;-0.15769;4
0.10671;0.4835;4
-0.07477;-0.50077;4
-0.33526;-0.38771;4
-0.20447;0.48214;4
-0.14872;-0.51654;4
-0.56966;-0.18771;4
-0.3756;-0.46899;4
-0.37888;-0.46671;4
-0.24723;0.57677;4
-0.24099;0.57967;4
-0.62691;-0.01016;4
-0.62779;-0.00969;4
-0.24105;0.58029;4
-0.24137;0.58146;4
-0.24821;0.58212;4
-0.63144;0.07457;4
-0.24866;0.58704;4
-0.25312;0.58705;4
-0.254;0.58787;4
-0.25362;0.58846;4
-0.29452;-0.57524;4
-0.53174;-0.39208;4
-0.19224;-0.64812;4
-0.19212;-0.64876;4
-0.6276;0.3826;4
0.73034;-0.10974;4
0.35852;-0.75321;4
0.35783;-0.75429;4
0.51222;-0.66553;4
-0.31462;0.79717;4
-0.15449;0.91742;4
-0.4407;0.82265;4
0.74591;0.56128;4
0.84665;-0.40472;4
-0.19394;-0.92196;4
-0.19441;-0.92359;4
-0.48337;0.81451;4
0.65603;0.6837;4
-0.76491;0.59095;4
-0.0821;-0.01384;5
-0.04154;0.09341;5
-0.10795;0.05464;5
0.07857;-0.13423;5
-0.05715;0.15095;5
-0.08441;0.13985;5
-0.02886;0.16657;5
0.0462;0.27463;5
-0.13871;0.29202;5
-0.09221;-0.32742;5
0.04228;-0.38569;5
-0.14025;-0.38235;5
0.41404;-0.16008;5
0.39831;0.2039;5
0.13128;-0.45217;5
-0.3582;-0.33645;5
0.32975;-0.36848;5
-0.45731;-0.25953;5
0.03023;0.5339;5
-0.25354;0.48438;5
0.4568;-0.35667;5
-0.56368;-0.19198;5
-0.05534;-0.61374;5
0.38058;-0.50246;5
0.16591;0.65492;5
-0.6091;-0.38259;5
0.13623;0.73902;5
0.59854;0.5332;5
-0.56679;0.60748;5
-0.79997;0.24933;5
-0.72318;0.4497;5
-0.73925;0.45736;5
-0.74702;0.46197;5
-0.7483;0.46823;5
-0.47743;0.74927;5
-0.47821;-0.76024;5
0.89409;0.1312;5
0.23548;-0.88203;5
0.74586;-0.54437;5
-0.33331;-0.87068;5
-0.50303;0.79005;5
0.65002;0.69942;5
0.09123;0.2025;6
-0.25182;0.3213;6
0.05955;-0.40857;6
0.36934;0.18695;6
0.42459;-0.17877;6
0.1555;-0.43436;6
-0.36537;0.32495;6
-0.14246;-0.47541;6
-0.42675;0.25683;6
-0.35561;0.40017;6
-0.03037;0.54764;6
-0.02318;0.54841;6
-0.37315;-0.45525;6
-0.37953;-0.45249;6
-0.37267;-0.45807;6
-0.30562;0.50792;6
-0.37511;-0.45765;6
-0.38169;-0.45967;6
-0.38284;-0.46016;6
-0.28671;-0.54087;6
-0.21173;0.578;6
-0.21729;0.57669;6
-0.21374;0.57864;6
-0.28937;-0.54544;6
-0.28938;-0.54642;6
-0.2906;-0.5467;6
0.43633;0.44926;6
-0.23159;0.59292;6
-0.23208;0.59409;6
0.44989;0.50915;6
0.57601;0.46232;6
0.67612;0.34527;6
0.47823;-0.59005;6
0.42665;0.63807;6
0.30025;0.73714;6
-0.80413;-0.10685;6
-0.38838;-0.72915;6
-0.51318;-0.69791;6
0.28562;-0.83348;6
0.2828;-0.84422;6
0.88306;0.13181;6
-0.56697;-0.69625;6
-0.11912;0.89199;6
0.15957;0.90155;6
-0.91529;0.0393;6
0.89706;-0.27919;6
0.79868;-0.49831;6
0.86001;-0.39618;6
0.8595;-0.39914;6
-0.91927;0.24227;6
-0.71295;0.63636;6
-0.9553;0.11564;6
-0.93322;0.23615;6
0.09694;-0.08266;7
-0.16151;-0.16019;7
0.22249;-0.11324;7
0.05782;-0.32078;7
0.08755;0.38317;7
-0.15832;-0.36178;7
0.19734;-0.38144;7
0.43265;-0.0988;7
0.47145;-0.10138;7
0.49732;-0.06535;7
-0.37958;0.35483;7
-0.30557;-0.43481;7
-0.24033;0.48436;7
0.54383;-0.10721;7
-0.4883;0.31621;7
0.59361;-0.04172;7
0.55899;-0.24485;7
0.58476;-0.21502;7
0.61946;-0.16229;7
-0.29421;-0.5713;7
-0.32502;0.5658;7
-0.27307;-0.59801;7
-0.59282;0.30346;7
-0.03359;-0.67035;7
-0.21603;0.67138;7
-0.31587;-0.64587;7
0.08288;-0.80017;7
-0.62072;0.52384;7
0.34966;-0.77299;7
0.04957;-0.85765;7
0.0506;-0.85764;7
0.83351;0.26559;7
0.72971;-0.4989;7
0.50646;-0.76119;7
-0.27363;-0.87781;7
0.89721;-0.25579;7
0.90473;-0.28041;7
-0.31659;-0.90118;7
-0.95189;0.14948;7
-0.9627;0.04592;7
-0.93209;0.24681;7
-0.03694;-0.0779;8
-0.06649;0.07818;8
0.16755;-0.03276;8
-0.04116;0.17079;8
-0.00988;0.18367;8
-0.02665;0.18741;8
0.16002;-0.11235;8
-0.23487;0.04198;8
0.0623;0.2442;8
0.30326;-0.0116;8
-0.0374;0.33349;8
-0.12112;0.31463;8
0.29179;0.17483;8
0.03202;0.35279;8
0.11313;0.36011;8
0.09412;-0.3729;8
0.09295;0.40396;8
-0.00769;0.47301;8
-0.30619;-0.38211;8
-0.39314;-0.31005;8
0.50343;-0.13576;8
-0.29543;0.46817;8
0.23501;0.532;8
-0.23582;0.65673;8
-0.34129;0.61013;8
0.42005;0.56322;8
0.41715;0.5654;8
0.41706;0.56712;8
0.42054;0.56506;8
-0.29623;-0.64422;8
0.36112;-0.63003;8
-0.2856;-0.6918;8
-0.28549;-0.69374;8
0.67729;-0.35075;8
-0.16769;-0.75091;8
-0.67177;0.39191;8
0.3735;-0.72417;8
-0.18725;0.79673;8
0.57757;-0.58484;8
-0.14411;-0.80921;8
-0.39498;0.73676;8
0.18066;-0.82375;8
0.58771;0.62019;8
-0.23324;0.84224;8
-0.81354;-0.32794;8
0.46165;0.80931;8
0.52162;-0.80808;8
0.18892;-0.00415;9
-0.2715;-0.01436;9
-0.48574;0.01847;9
0.25583;-0.50704;9
0.56693;-0.15721;9
-0.25794;-0.56223;9
0.25315;-0.59667;9
0.42222;-0.51213;9
-0.65757;-0.34718;9
-0.03223;-0.7454;9
0.47563;-0.58217;9
-0.00842;-0.75244;9
-0.79366;-0.02258;9
0.41807;0.70939;9
0.31928;-0.76121;9
0.20903;0.85066;9
0.86944;-0.11674;9
0.04381;-0.88676;9
0.67327;-0.59285;9
-0.3578;0.82958;9
-0.33746;0.87615;9
-0.54973;0.76444;9
-0.94303;-0.05728;9
-0.77823;0.54126;9
-0.26616;-0.92353;9
-0.61217;-0.74373;9
-0.04379;0.05251;10
-0.09823;0.01018;10
-0.12228;-0.0873;10
0.03184;0.16049;10
0.0105;0.18862;10
0.06301;0.21985;10
-0.22331;0.09289;10
0.10716;0.2423;10
-0.18513;-0.21738;10
0.26038;0.25501;10
0.18399;0.33727;10
0.30378;-0.23981;10
0.10197;0.37603;10
0.12881;0.38303;10
0.40119;0.1744;10
0.09737;-0.46339;10
0.11987;0.48276;10
0.15369;0.4779;10
0.48242;-0.19065;10
-0.26792;-0.48707;10
0.19176;0.53564;10
0.31031;0.48898;10
0.22051;0.58513;10
0.25409;0.57253;10
0.28446;0.62118;10
-0.31283;0.66657;10
0.47337;-0.61999;10
0.69836;0.37661;10
-0.57952;-0.55407;10
-0.60384;-0.60027;10
-0.60543;-0.60013;10
-0.60204;-0.60344;10
-0.85657;0.04219;10
-0.66076;0.56828;10
-0.50564;-0.74487;10
0.5452;-0.72184;10
0.61783;0.66319;10
0.87455;-0.27649;10
0.41127;0.83123;10
0.91001;-0.22844;10
0.92113;-0.19951;10
0.0978;0.20954;11
0.05418;-0.24349;11
-0.28382;-0.07604;11
-0.22502;0.28732;11
0.3759;-0.19006;11
0.19249;0.39152;11
-0.00855;-0.44521;11
0.46841;-0.12667;11
-0.00364;0.48716;11
0.21754;0.45199;11
0.45743;-0.22285;11
0.15062;0.50444;11
0.48935;0.23121;11
0.13001;0.54354;11
0.55344;-0.11659;11
0.41998;0.40274;11
-0.23014;-0.6554;11
-0.18934;0.68588;11
0.35305;0.67335;11
-0.60779;0.48992;11
-0.42918;-0.70522;11
0.43411;-0.72307;11
0.11975;0.84628;11
-0.05635;-0.85363;11
-0.24588;0.84299;11
0.86932;-0.21861;11
0.87333;-0.26571;11
-0.91409;-0.0928;11
-0.75185;-0.52927;11
-0.03309;-0.19899;12
-0.21515;0.00761;12
-0.19717;0.12584;12
-0.23581;0.01016;12
0.18816;0.15957;12
-0.0132;0.26204;12
-0.10473;0.24879;12
0.26883;0.10967;12
0.00212;0.32446;12
0.1438;0.36495;12
-0.16457;0.35893;12
-0.29985;-0.27242;12
-0.15753;-0.4446;12
-0.0118;-0.49883;12
-0.49861;-0.0615;12
0.40605;-0.29932;12
-0.12367;-0.4984;12
-0.07438;-0.50918;12
-0.16751;-0.51806;12
0.49449;-0.29507;12
-0.01981;0.62923;12
0.63009;-0.08015;12
0.2372;0.6063;12
0.49805;-0.45256;12
0.25727;-0.62771;12
0.46153;-0.50939;12
-0.68975;-0.1796;12
-0.68748;0.26882;12
-0.01161;-0.76002;12
-0.37735;0.74377;12
0.28907;-0.80607;12
-0.33614;0.80495;12
-0.71877;-0.51488;12
-0.36097;-0.80931;12
0.53836;-0.70482;12
-0.65014;-0.62461;12
-0.90064;-0.2219;12
-0.69781;0.62181;12
0.72963;0.60798;12
-0.81256;0.49271;12
-0.80154;-0.52532;12
-0.65536;0.70834;12
-0.05437;0.05908;13
-0.09048;-0.07611;13
-0.17527;0.09028;13
-0.06892;0.18639;13
-0.20502;0.16122;13
0.29766;-0.15807;13
-0.02041;0.36441;13
0.24315;0.28798;13
-0.27764;-0.28921;13
-0.4767;0.02679;13
0.45141;-0.19123;13
0.3017;0.43098;13
0.30277;0.43113;13
0.43549;0.3545;13
0.40804;0.45495;13
0.28085;0.55119;13
0.45237;0.42328;13
0.47691;0.40843;13
0.41184;0.47712;13
0.41014;0.50158;13
0.00326;0.66577;13
0.47985;0.47159;13
0.43507;0.51611;13
0.17809;0.69326;13
-0.42136;-0.57906;13
0.67918;-0.24446;13
0.56904;0.4761;13
0.61415;0.50877;13
0.2836;0.74763;13
-0.29284;-0.76053;13
0.51715;0.63583;13
0.64635;0.51309;13
-0.43793;0.70243;13
0.56293;0.73368;13
-0.44543;-0.83989;13
0.81095;0.51052;13
-0.35593;-0.89071;13
-0.11946;-0.01139;14
0.06216;0.12167;14
-0.11066;-0.10526;14
-0.13932;-0.14964;14
0.1153;-0.21224;14
0.13274;-0.25181;14
-0.29489;0.146;14
-0.37275;0.11349;14
-0.38372;0.11326;14
0.32177;-0.25875;14
0.45551;-0.0279;14
0.23068;0.3948;14
0.2204;0.4161;14
0.2523;0.42894;14
-0.15001;0.49173;14
0.04111;0.5259;14
-0.16257;0.50775;14
0.22396;0.49459;14
-0.16859;0.51857;14
-0.13063;-0.52968;14
-0.10251;-0.56052;14
0.24179;0.53462;14
0.33454;0.49465;14
-0.04962;0.59661;14
0.25811;0.547;14
-0.60806;0.14915;14
-0.21142;-0.60661;14
-0.34451;-0.55258;14
-0.34607;-0.55459;14
0.29944;0.58382;14
0.27686;0.59703;14
0.25704;-0.6231;14
-0.63108;-0.28093;14
0.26852;-0.65161;14
0.2658;-0.65452;14
0.2661;-0.65962;14
-0.33556;-0.66224;14
0.22376;0.72084;14
-0.03197;-0.77211;14
0.56583;0.55221;14
-0.84011;-0.10835;14
-0.5888;0.61068;14
-0.71853;-0.45463;14
-0.67329;0.53013;14
-0.66241;0.59163;14
-0.41269;-0.79067;14
0.88933;-0.07203;14
-0.16287;0.87869;14
0.84453;0.30844;14
-0.88946;0.15953;14
-0.39669;-0.82677;14
-0.39401;-0.82894;14
-0.43804;0.81298;14
-0.66686;-0.64536;14
-0.47777;0.7979;14
0.94505;0.05431;14
0.71438;-0.62281;14
0.95478;-0.12612;14
-0.02103;0.15055;15
-0.13744;-0.10132;15
-0.15004;-0.08781;15
-0.21293;0.07763;15
-0.14439;-0.20507;15
0.03934;0.25299;15
0.04152;0.29492;15
0.05645;-0.34261;15
-0.28646;-0.23774;15
-0.29112;-0.23955;15
-0.23459;-0.2966;15
-0.29246;-0.24043;15
0.39246;-0.22221;15
0.53256;-0.08666;15
0.54738;-0.01711;15
-0.5001;0.2819;15
0.50654;0.31243;15
0.59104;-0.07941;15
-0.56494;-0.21939;15
0.5996;0.12564;15
-0.53212;0.31202;15
-0.61379;0.20804;15
0.65943;0.10385;15
-0.35933;0.57536;15
0.66602;-0.12869;15
0.64091;-0.23958;15
-0.66619;0.21559;15
-0.47283;-0.51786;15
-0.21986;0.66819;15
-0.3093;0.63424;15
-0.16659;0.69768;15
-0.64032;-0.39172;15
0.49538;-0.5803;15
0.67659;-0.35797;15
-0.7591;-0.19315;15
-0.68489;-0.42069;15
-0.27303;-0.78079;15
-0.17303;-0.82082;15
-0.17696;-0.82049;15
0.709;0.45534;15
0.85154;0.34638;15
-0.83048;-0.39819;15
-0.48717;0.78341;15
0.67466;0.63612;15
-0.39094;0.8593;15
0.15125;-0.07358;16
0.16516;-0.07463;16
0.16954;-0.08007;16
-0.20894;0.05637;16
-0.15789;0.18402;16
0.19216;-0.16801;16
0.32884;-0.12434;16
0.42107;0.17883;16
-0.46483;-0.15826;16
0.10519;0.52188;16
-0.19895;0.49442;16
-0.59493;-0.05845;16
0.5983;0.06742;16
-0.56032;0.24189;16
-0.12234;0.62305;16
0.37864;-0.51917;16
0.02967;-0.66993;16
0.0269;-0.67162;16
0.0312;-0.67166;16
0.02646;-0.6728;16
0.02618;-0.67393;16
-0.04993;0.67847;16
-0.00367;-0.69079;16
-0.52382;0.47678;16
-0.46189;-0.5489;16
-0.69684;-0.33082;16
-0.77249;0.0376;16
0.05233;0.77557;16
0.00552;0.7876;16
-0.18092;0.77174;16
0.16063;0.78074;16
-0.54352;0.62395;16
-0.15641;0.82283;16
-0.43224;0.73966;16
0.20933;0.83802;16
-0.08926;0.86216;16
-0.84443;0.20464;16
0.86246;-0.24145;16
-0.50862;0.7509;16
0.90591;0.15955;16
0.16354;0.90625;16
0.34086;0.86446;16
-0.46856;0.84205;16
-0.00554;-0.03108;17
0.00685;-0.24515;17
-0.24243;0.05906;17
-0.09117;-0.24503;17
-0.3352;0.0691;17
-0.21992;-0.27242;17
-0.34587;0.06696;17
0.37578;-0.16515;17
-0.39537;0.13862;17
-0.12307;-0.4696;17
-0.40631;0.31754;17
-0.48899;0.23421;17
-0.52334;-0.17397;17
-0.43137;-0.35145;17
-0.39475;-0.4219;17
-0.1414;-0.57085;17
-0.11491;0.58;17
-0.51017;0.30307;17
0.16756;0.58839;17
0.38153;-0.51989;17
0.64048;0.13982;17
-0.52462;0.43116;17
-0.49093;-0.4952;17
0.63928;-0.40265;17
0.48489;-0.59896;17
0.31797;0.76182;17
-0.01659;-0.85434;17
-0.42448;0.7632;17
0.28886;-0.85392;17
-0.31357;-0.84833;17
-0.24127;-0.87995;17
-0.80166;0.43991;17
-0.24038;-0.88136;17
-0.24739;-0.87957;17
0.91432;-0.04494;17
0.29301;-0.87389;17
0.6599;-0.64621;17
0.29969;-0.87528;17
-0.73143;-0.60961;17
-0.01925;0.11851;18
0.23037;-0.07643;18
-0.16645;0.28216;18
0.22846;-0.30778;18
0.37812;-0.06928;18
0.30614;-0.2749;18
0.45796;0.05929;18
0.0682;-0.45788;18
0.17387;0.4483;18
-0.26317;-0.48718;18
-0.45332;-0.34729;18
-0.3317;0.5012;18
-0.38725;0.51232;18
-0.39136;0.5126;18
-0.33161;0.56132;18
0.12678;-0.65169;18
0.62126;-0.24627;18
-0.63589;-0.25305;18
-0.70005;-0.09847;18
0.47268;-0.55045;18
0.75808;0.05462;18
-0.35147;-0.67321;18
-0.16767;0.75269;18
-0.75006;0.19463;18
0.02411;0.78747;18
-0.5218;0.60116;18
-0.63775;0.48252;18
-0.80777;-0.04153;18
-0.46223;0.67272;18
0.27989;-0.80009;18
-0.86041;-0.16066;18
0.72285;-0.49831;18
-0.46677;-0.74789;18
-0.87374;0.15395;18
0.69183;-0.5563;18
-0.89117;0.05395;18
-0.89144;0.05436;18
0.77275;-0.45706;18
-0.50209;0.75518;18
0.90627;-0.10845;18
-0.78841;-0.4745;18
0.90006;0.19552;18
-0.37257;0.84761;18
-0.33544;-0.86317;18
0.2055;-0.90676;18
0.87522;0.3261;18
-0.70127;0.62707;18
-0.9288;0.20026;18
-0.76383;0.58136;18
-0.01824;0.007;19
-0.03567;0.13613;19
-0.155;-0.13233;19
-0.26042;0.01296;19
-0.15595;-0.29504;19
-0.07849;-0.49687;19
-0.08464;-0.49703;19
-0.50969;0.01952;19
-0.41481;-0.44326;19
-0.14933;0.63575;19
0.63839;0.15143;19
-0.67938;0.23089;19
-0.38263;0.64191;19
-0.39999;-0.63588;19
-0.50073;0.56182;19
-0.13139;-0.74915;19
-0.2256;0.73171;19
-0.4491;0.63442;19
0.58199;0.51576;19
-0.785;-0.23002;19
-0.49317;-0.67998;19
-0.62677;-0.57947;19
0.27934;-0.80973;19
-0.36332;0.79635;19
-0.30117;-0.84227;19
0.61173;-0.67702;19
0.88285;-0.36244;19
0.822;-0.50235;19
-0.10818;0.09914;20
0.03236;0.16662;20
0.10947;-0.13469;20
-0.2915;0.09006;20
